,loan_amnt,term,int_rate,home_ownership,annual_inc,purpose,addr_state,bad_loan
250,35000,60 months,12.99,OWN,130000.0,home_improvement,NJ,0
260,35000,36 months,12.99,MORTGAGE,157544.0,debt_consolidation,TX,0
229,35000,60 months,12.99,MORTGAGE,155000.0,debt_consolidation,GA,0
2661,35000,36 months,12.99,OWN,215000.0,debt_consolidation,MT,0
1266,35000,36 months,13.05,MORTGAGE,115000.0,debt_consolidation,AZ,1
1066,35000,36 months,13.05,MORTGAGE,151000.0,home_improvement,TX,0
1041,35000,36 months,13.05,MORTGAGE,335000.0,credit_card,NJ,0
476,35000,60 months,13.06,MORTGAGE,275000.0,small_business,PA,0
459,35000,60 months,13.06,MORTGAGE,137000.0,home_improvement,TX,0
497,35000,36 months,13.06,MORTGAGE,100000.0,debt_consolidation,NH,0
446,35000,36 months,13.06,RENT,170000.0,debt_consolidation,CT,0
450,35000,60 months,13.06,RENT,118000.0,debt_consolidation,VA,1
2211,35000,36 months,13.11,MORTGAGE,95000.0,debt_consolidation,IL,0
1819,35000,36 months,13.11,MORTGAGE,450000.0,debt_consolidation,CA,0
2406,35000,36 months,13.11,MORTGAGE,213000.0,credit_card,CA,0
2035,35000,36 months,13.11,MORTGAGE,100000.0,credit_card,TX,0
1454,35000,36 months,13.11,MORTGAGE,157500.0,debt_consolidation,CT,0
1804,35000,36 months,13.11,MORTGAGE,83000.0,debt_consolidation,AK,0
1880,35000,36 months,13.11,MORTGAGE,90000.0,debt_consolidation,CA,1
2539,35000,36 months,13.11,MORTGAGE,225000.0,debt_consolidation,DE,0
1967,35000,36 months,13.11,MORTGAGE,97000.0,credit_card,FL,1
2348,35000,36 months,13.11,MORTGAGE,128000.0,other,TX,1
1964,35000,36 months,13.11,RENT,95000.0,debt_consolidation,CA,0
1747,35000,36 months,13.11,MORTGAGE,160000.0,debt_consolidation,VA,1
1500,35000,36 months,13.11,OWN,147676.0,credit_card,AZ,0
1655,35000,36 months,13.11,MORTGAGE,375372.0,home_improvement,TN,0
2188,35000,60 months,13.11,MORTGAGE,250000.0,other,CA,0
2470,35000,36 months,13.11,RENT,115000.0,debt_consolidation,WA,0
1524,35000,36 months,13.11,MORTGAGE,180000.0,debt_consolidation,NV,1
2484,35000,60 months,13.11,MORTGAGE,90000.0,debt_consolidation,NY,0
2018,35000,36 months,13.11,MORTGAGE,300000.0,debt_consolidation,NY,0
1673,35000,36 months,13.11,MORTGAGE,160000.0,debt_consolidation,CA,0
1616,35000,36 months,13.11,RENT,220000.0,credit_card,OR,0
2075,35000,36 months,13.11,RENT,110000.0,debt_consolidation,CA,1
2533,35000,60 months,13.11,MORTGAGE,80000.0,debt_consolidation,WA,0
2546,35000,36 months,13.11,MORTGAGE,280000.0,home_improvement,MA,0
2444,35000,60 months,13.11,MORTGAGE,180000.0,debt_consolidation,IL,0
1947,35000,36 months,13.11,MORTGAGE,130000.0,credit_card,IL,0
2237,35000,36 months,13.11,MORTGAGE,250000.0,debt_consolidation,CA,1
1614,35000,36 months,13.11,MORTGAGE,180000.0,debt_consolidation,CA,0
2461,35000,36 months,13.11,MORTGAGE,250000.0,credit_card,CA,0
2253,35000,36 months,13.11,MORTGAGE,130000.0,debt_consolidation,TX,0
1805,35000,36 months,13.11,MORTGAGE,125000.0,credit_card,NM,1
2185,35000,36 months,13.11,MORTGAGE,159000.0,small_business,TX,0
1781,35000,36 months,13.11,MORTGAGE,132000.0,debt_consolidation,NM,0
2562,35000,60 months,13.11,MORTGAGE,83025.0,debt_consolidation,OH,0
2171,35000,36 months,13.11,RENT,135000.0,debt_consolidation,CA,0
2372,35000,36 months,13.11,MORTGAGE,119249.0,debt_consolidation,WA,0
2055,35000,36 months,13.11,MORTGAGE,102000.0,debt_consolidation,TX,1
2155,35000,60 months,13.11,MORTGAGE,100000.0,debt_consolidation,WA,1
271,35000,60 months,13.49,MORTGAGE,97000.0,debt_consolidation,IL,0
47,35000,60 months,13.49,RENT,98000.0,debt_consolidation,FL,1
316,35000,60 months,13.49,MORTGAGE,137400.0,wedding,MD,0
321,35000,60 months,13.49,MORTGAGE,73000.0,credit_card,CA,0
245,35000,60 months,13.49,MORTGAGE,149000.0,moving,TX,0
112,35000,60 months,13.49,OWN,95000.0,home_improvement,MN,0
128,35000,60 months,13.49,MORTGAGE,84400.0,debt_consolidation,CA,0
33,35000,60 months,13.49,MORTGAGE,135000.0,other,PA,0
217,35000,60 months,13.49,RENT,60000.0,house,CT,0
326,35000,60 months,13.49,MORTGAGE,100000.0,debt_consolidation,IL,0
428,35000,60 months,13.49,RENT,85000.0,debt_consolidation,NY,0
372,35000,36 months,13.49,MORTGAGE,381450.0,home_improvement,FL,0
247,35000,60 months,13.49,MORTGAGE,54000.0,debt_consolidation,CA,0
300,35000,60 months,13.49,MORTGAGE,130000.0,major_purchase,CA,0
239,35000,60 months,13.49,MORTGAGE,105000.0,debt_consolidation,MN,0
152,35000,60 months,13.49,MORTGAGE,80000.0,medical,NY,1
373,35000,36 months,13.49,MORTGAGE,120000.0,credit_card,NJ,1
148,35000,60 months,13.49,MORTGAGE,85000.0,small_business,NJ,0
176,35000,60 months,13.49,RENT,100000.0,debt_consolidation,VA,0
190,35000,60 months,13.49,OWN,90000.0,debt_consolidation,CT,0
191,35000,60 months,13.49,MORTGAGE,60000.0,debt_consolidation,TX,0
161,35000,60 months,13.49,MORTGAGE,200000.0,debt_consolidation,CA,0
557,35000,36 months,13.53,OWN,140000.0,credit_card,MI,0
627,35000,36 months,13.53,RENT,88000.0,debt_consolidation,CA,0
2590,35000,36 months,13.53,MORTGAGE,80000.0,debt_consolidation,GA,1
558,35000,36 months,13.53,MORTGAGE,148000.0,credit_card,VA,0
528,35000,36 months,13.53,MORTGAGE,225000.0,debt_consolidation,CA,0
2697,35000,36 months,13.66,MORTGAGE,117000.0,credit_card,MD,0
2717,35000,60 months,13.66,RENT,84000.0,credit_card,CO,1
2667,35000,60 months,13.66,MORTGAGE,110000.0,debt_consolidation,CA,0
2687,35000,60 months,13.66,MORTGAGE,115000.0,home_improvement,NY,0
2683,35000,60 months,13.66,MORTGAGE,86000.0,credit_card,AL,0
2714,35000,36 months,13.66,MORTGAGE,96000.0,debt_consolidation,VA,0
881,35000,36 months,13.67,MORTGAGE,80000.0,debt_consolidation,NV,0
674,35000,36 months,13.67,MORTGAGE,300000.0,home_improvement,CA,0
761,35000,36 months,13.67,MORTGAGE,140000.0,credit_card,NJ,1
687,35000,36 months,13.67,RENT,120000.0,credit_card,CA,1
734,35000,36 months,13.67,OWN,940000.0,debt_consolidation,NC,0
888,35000,36 months,13.67,MORTGAGE,80000.0,credit_card,TX,0
1154,35000,36 months,13.68,MORTGAGE,600000.0,home_improvement,CA,0
1108,35000,36 months,13.68,MORTGAGE,88000.0,debt_consolidation,MI,0
1116,35000,36 months,13.68,RENT,110000.0,debt_consolidation,CA,1
1022,35000,36 months,13.68,MORTGAGE,95202.0,debt_consolidation,CA,0
1127,35000,36 months,13.68,MORTGAGE,166000.0,car,CO,0
512,35000,36 months,13.8,MORTGAGE,79000.0,home_improvement,TX,0
467,35000,60 months,13.8,MORTGAGE,183456.0,home_improvement,FL,0
461,35000,36 months,13.8,MORTGAGE,122000.0,home_improvement,CA,0
613,35000,36 months,13.98,MORTGAGE,345000.0,home_improvement,CA,0
2581,35000,36 months,13.98,RENT,93200.0,debt_consolidation,MA,0
596,35000,36 months,13.98,MORTGAGE,85000.0,credit_card,GA,0
634,35000,36 months,13.98,MORTGAGE,98000.0,debt_consolidation,NV,0
2589,35000,60 months,13.98,MORTGAGE,98217.0,credit_card,AL,0
632,35000,36 months,13.98,RENT,116000.0,debt_consolidation,CA,1
562,35000,36 months,13.98,MORTGAGE,100000.0,debt_consolidation,MD,0
529,35000,36 months,13.98,OWN,140000.0,debt_consolidation,TX,0
544,35000,36 months,13.98,MORTGAGE,260000.0,small_business,TN,0
577,35000,36 months,13.98,MORTGAGE,96000.0,debt_consolidation,GA,0
582,35000,36 months,13.98,MORTGAGE,83000.0,debt_consolidation,OK,0
570,35000,36 months,13.98,MORTGAGE,250000.0,house,CT,0
555,35000,60 months,13.98,OWN,128000.0,debt_consolidation,MI,0
540,35000,60 months,13.98,MORTGAGE,144000.0,credit_card,VA,0
249,35000,60 months,13.99,MORTGAGE,70000.0,small_business,TX,1
2644,35000,60 months,13.99,MORTGAGE,82260.0,debt_consolidation,WI,0
2610,35000,60 months,13.99,MORTGAGE,170000.0,home_improvement,CA,0
280,35000,36 months,13.99,MORTGAGE,230000.0,credit_card,MD,0
274,35000,36 months,13.99,MORTGAGE,72400.0,small_business,AK,0
302,35000,60 months,13.99,MORTGAGE,75000.0,small_business,PA,0
350,35000,60 months,13.99,RENT,87360.0,small_business,GA,0
272,35000,36 months,13.99,MORTGAGE,164000.0,home_improvement,NC,0
294,35000,36 months,13.99,MORTGAGE,205000.0,debt_consolidation,NJ,0
2503,35000,60 months,14.09,MORTGAGE,120000.0,debt_consolidation,CA,0
2065,35000,36 months,14.09,RENT,122000.0,debt_consolidation,NC,0
1919,35000,36 months,14.09,MORTGAGE,92200.0,debt_consolidation,MN,0
1357,35000,36 months,14.09,RENT,110000.0,credit_card,NY,0
2121,35000,36 months,14.09,MORTGAGE,112000.0,debt_consolidation,NV,1
2193,35000,36 months,14.09,RENT,100000.0,home_improvement,TX,0
2386,35000,60 months,14.09,MORTGAGE,111600.0,home_improvement,FL,0
2265,35000,60 months,14.09,MORTGAGE,125000.0,debt_consolidation,CA,1
2465,35000,60 months,14.09,MORTGAGE,186271.0,major_purchase,IL,0
1693,35000,36 months,14.09,RENT,83000.0,debt_consolidation,MN,0
1599,35000,36 months,14.09,RENT,154000.0,debt_consolidation,FL,0
1844,35000,36 months,14.09,MORTGAGE,141000.0,credit_card,CA,0
1651,35000,36 months,14.09,MORTGAGE,80000.0,debt_consolidation,MA,0
2221,35000,36 months,14.09,MORTGAGE,123000.0,home_improvement,FL,1
2436,35000,60 months,14.09,MORTGAGE,100000.0,debt_consolidation,OH,0
2418,35000,36 months,14.09,MORTGAGE,205000.0,debt_consolidation,NY,0
2486,35000,36 months,14.09,RENT,130000.0,debt_consolidation,IL,0
2471,35000,60 months,14.09,MORTGAGE,300000.0,credit_card,TX,0
1914,35000,36 months,14.09,MORTGAGE,140000.0,debt_consolidation,NY,0
449,35000,60 months,14.17,MORTGAGE,110000.0,debt_consolidation,TX,0
437,35000,60 months,14.17,MORTGAGE,85000.0,debt_consolidation,SC,0
447,35000,60 months,14.17,MORTGAGE,95000.0,home_improvement,TX,0
441,35000,60 months,14.17,MORTGAGE,84000.0,debt_consolidation,CA,0
477,35000,60 months,14.17,RENT,83000.0,debt_consolidation,IL,0
36,35000,60 months,14.27,MORTGAGE,550000.0,house,VA,0
56,35000,60 months,14.27,MORTGAGE,98000.0,credit_card,IL,0
11,35000,36 months,14.27,MORTGAGE,123000.0,credit_card,MI,0
18,35000,60 months,14.27,MORTGAGE,100800.0,small_business,FL,0
144,35000,36 months,14.27,RENT,160000.0,debt_consolidation,TX,0
131,35000,36 months,14.27,MORTGAGE,151000.0,debt_consolidation,CA,0
95,35000,60 months,14.27,MORTGAGE,60000.0,debt_consolidation,OH,0
149,35000,60 months,14.27,RENT,85000.0,debt_consolidation,CA,1
147,35000,60 months,14.27,MORTGAGE,80000.0,small_business,NV,1
88,35000,36 months,14.27,RENT,70000.0,debt_consolidation,NJ,1
697,35000,36 months,14.3,MORTGAGE,150000.0,debt_consolidation,FL,1
779,35000,36 months,14.3,MORTGAGE,165000.0,debt_consolidation,NY,1
773,35000,36 months,14.3,MORTGAGE,136000.0,debt_consolidation,NY,0
805,35000,36 months,14.3,MORTGAGE,130000.0,debt_consolidation,AL,0
788,35000,36 months,14.3,MORTGAGE,100000.0,debt_consolidation,CT,0
712,35000,36 months,14.3,RENT,135000.0,debt_consolidation,CA,1
636,35000,36 months,14.3,MORTGAGE,170000.0,credit_card,CA,0
689,35000,36 months,14.3,MORTGAGE,115000.0,credit_card,PA,0
813,35000,36 months,14.3,MORTGAGE,93730.0,debt_consolidation,MA,0
664,35000,36 months,14.3,MORTGAGE,306000.0,credit_card,CA,0
711,35000,36 months,14.3,RENT,125000.0,credit_card,WI,0
726,35000,36 months,14.3,RENT,216000.0,debt_consolidation,NY,1
826,35000,60 months,14.3,MORTGAGE,200000.0,debt_consolidation,CA,0
737,35000,36 months,14.3,MORTGAGE,275000.0,debt_consolidation,TX,1
917,35000,36 months,14.3,MORTGAGE,150000.0,home_improvement,CA,0
681,35000,36 months,14.3,RENT,150000.0,debt_consolidation,MA,0
709,35000,36 months,14.3,MORTGAGE,240500.0,debt_consolidation,TX,0
683,35000,36 months,14.3,MORTGAGE,199000.0,credit_card,MA,0
655,35000,36 months,14.3,MORTGAGE,180000.0,debt_consolidation,CO,0
742,35000,36 months,14.3,MORTGAGE,100000.0,debt_consolidation,TX,0
653,35000,36 months,14.3,MORTGAGE,135000.0,debt_consolidation,CA,0
2722,35000,36 months,14.31,MORTGAGE,425000.0,other,CT,0
2684,35000,36 months,14.31,OWN,100000.0,debt_consolidation,CA,0
2679,35000,60 months,14.31,MORTGAGE,220000.0,debt_consolidation,NY,0
1731,35000,36 months,14.33,MORTGAGE,150000.0,major_purchase,PA,0
1340,35000,36 months,14.33,MORTGAGE,315000.0,debt_consolidation,DE,0
1621,35000,36 months,14.33,MORTGAGE,155000.0,home_improvement,CA,0
2085,35000,36 months,14.33,MORTGAGE,160000.0,debt_consolidation,NJ,0
1137,35000,36 months,14.33,MORTGAGE,135000.0,debt_consolidation,TN,0
2044,35000,36 months,14.33,MORTGAGE,120000.0,debt_consolidation,IL,0
1723,35000,36 months,14.33,MORTGAGE,350000.0,debt_consolidation,TX,0
2544,35000,60 months,14.33,RENT,156130.0,debt_consolidation,FL,0
1178,35000,36 months,14.33,MORTGAGE,148000.0,credit_card,TN,0
1678,35000,36 months,14.33,MORTGAGE,425000.0,home_improvement,FL,0
1670,35000,36 months,14.33,MORTGAGE,180000.0,debt_consolidation,NM,0
1193,35000,60 months,14.33,MORTGAGE,100000.0,debt_consolidation,IL,1
1630,35000,36 months,14.33,RENT,150000.0,debt_consolidation,FL,0
1980,35000,36 months,14.33,MORTGAGE,102000.0,debt_consolidation,NY,1
1896,35000,36 months,14.33,MORTGAGE,95000.0,debt_consolidation,WA,0
2274,35000,60 months,14.33,MORTGAGE,160000.0,house,MA,0
1259,35000,36 months,14.33,MORTGAGE,135000.0,credit_card,OK,0
1189,35000,36 months,14.33,MORTGAGE,140000.0,debt_consolidation,OH,0
1457,35000,36 months,14.33,MORTGAGE,84000.0,credit_card,IN,0
1253,35000,36 months,14.33,RENT,130000.0,house,CA,0
2282,35000,60 months,14.33,MORTGAGE,100000.0,house,NY,0
2091,35000,36 months,14.33,RENT,200000.0,credit_card,CA,0
1737,35000,36 months,14.33,MORTGAGE,92000.0,debt_consolidation,WI,0
1902,35000,36 months,14.33,MORTGAGE,460000.0,home_improvement,DE,0
1873,35000,36 months,14.33,MORTGAGE,80000.0,debt_consolidation,IN,1
2345,35000,60 months,14.33,MORTGAGE,150000.0,home_improvement,CA,1
1339,35000,36 months,14.33,MORTGAGE,200000.0,debt_consolidation,NH,0
1237,35000,36 months,14.33,OWN,120000.0,debt_consolidation,CT,0
1830,35000,36 months,14.33,MORTGAGE,140000.0,debt_consolidation,CA,0
1023,35000,36 months,14.33,MORTGAGE,87000.0,debt_consolidation,PA,0
2118,35000,36 months,14.33,MORTGAGE,125000.0,debt_consolidation,LA,0
1020,35000,36 months,14.33,MORTGAGE,130000.0,credit_card,NY,0
2112,35000,36 months,14.33,MORTGAGE,110000.0,debt_consolidation,WA,0
2521,35000,60 months,14.33,MORTGAGE,89000.0,debt_consolidation,TX,0
2525,35000,60 months,14.33,MORTGAGE,89000.0,home_improvement,MA,0
1946,35000,36 months,14.33,MORTGAGE,185000.0,credit_card,MA,0
2109,35000,36 months,14.33,MORTGAGE,110511.0,credit_card,RI,0
2078,35000,36 months,14.33,MORTGAGE,198000.0,credit_card,NY,0
2530,35000,60 months,14.33,MORTGAGE,128447.4,debt_consolidation,LA,0
2004,35000,36 months,14.33,RENT,213800.0,debt_consolidation,VA,0
1856,35000,36 months,14.33,MORTGAGE,130000.0,credit_card,HI,1
1687,35000,36 months,14.33,MORTGAGE,102000.0,debt_consolidation,AZ,0
1857,35000,36 months,14.33,MORTGAGE,182500.0,debt_consolidation,NV,0
1244,35000,60 months,14.33,MORTGAGE,93000.0,debt_consolidation,AZ,0
1955,35000,36 months,14.33,RENT,235000.0,debt_consolidation,CA,1
1694,35000,36 months,14.33,MORTGAGE,120000.0,debt_consolidation,UT,1
1091,35000,60 months,14.33,MORTGAGE,100000.0,debt_consolidation,OH,0
1095,35000,36 months,14.33,MORTGAGE,131000.0,debt_consolidation,IL,0
2022,35000,36 months,14.33,MORTGAGE,80000.0,debt_consolidation,CA,1
2081,35000,36 months,14.33,MORTGAGE,150000.0,debt_consolidation,KS,0
1874,35000,36 months,14.33,MORTGAGE,140000.0,debt_consolidation,WA,1
2587,35000,60 months,14.47,MORTGAGE,85000.0,credit_card,FL,0
619,35000,36 months,14.47,MORTGAGE,375000.0,small_business,TX,1
536,35000,36 months,14.47,RENT,101000.0,debt_consolidation,CA,0
583,35000,36 months,14.47,MORTGAGE,93000.0,debt_consolidation,CA,0
2600,35000,36 months,14.47,MORTGAGE,160000.0,debt_consolidation,TN,0
567,35000,36 months,14.47,RENT,105000.0,credit_card,CA,0
609,35000,36 months,14.47,MORTGAGE,84012.0,debt_consolidation,AK,0
498,35000,36 months,14.54,RENT,145000.0,credit_card,CA,0
481,35000,60 months,14.54,MORTGAGE,91000.0,small_business,VA,1
2622,35000,60 months,14.65,MORTGAGE,138000.0,home_improvement,CA,0
2557,35000,60 months,14.65,RENT,255000.0,credit_card,FL,0
2560,35000,60 months,14.65,MORTGAGE,83000.0,home_improvement,CA,0
2554,35000,36 months,14.65,MORTGAGE,84800.0,debt_consolidation,FL,0
187,35000,60 months,14.65,RENT,72000.0,small_business,FL,0
2552,35000,36 months,14.65,MORTGAGE,135000.0,credit_card,GA,0
2550,35000,36 months,14.65,MORTGAGE,160000.0,debt_consolidation,AL,0
2606,35000,36 months,14.65,MORTGAGE,98280.0,debt_consolidation,CA,0
2607,35000,60 months,14.65,RENT,250000.0,debt_consolidation,NM,0
2571,35000,60 months,14.65,MORTGAGE,120000.0,debt_consolidation,MD,1
355,35000,36 months,14.79,MORTGAGE,215000.0,debt_consolidation,CA,0
483,35000,36 months,14.91,MORTGAGE,240000.0,small_business,CA,0
465,35000,60 months,14.91,MORTGAGE,75000.0,home_improvement,AZ,1
475,35000,36 months,14.91,RENT,108350.0,debt_consolidation,NC,0
628,35000,36 months,14.98,MORTGAGE,290000.0,debt_consolidation,NJ,0
547,35000,36 months,14.98,MORTGAGE,100000.0,debt_consolidation,AL,0
590,35000,36 months,14.98,OWN,123800.0,credit_card,OK,0
2591,35000,36 months,14.98,MORTGAGE,160000.0,credit_card,TX,0
522,35000,60 months,14.98,OWN,94507.0,debt_consolidation,CO,0
523,35000,60 months,14.98,MORTGAGE,93000.0,credit_card,CA,0
625,35000,60 months,14.98,MORTGAGE,115000.0,debt_consolidation,PA,0
527,35000,36 months,14.98,OWN,184000.0,debt_consolidation,VA,0
534,35000,36 months,14.98,MORTGAGE,125000.0,credit_card,WI,0
539,35000,36 months,14.98,MORTGAGE,95000.0,credit_card,NJ,0
611,35000,36 months,14.98,MORTGAGE,109000.0,credit_card,OR,0
622,35000,60 months,14.98,MORTGAGE,150000.0,debt_consolidation,HI,0
571,35000,36 months,14.98,MORTGAGE,150000.0,debt_consolidation,HI,0
2673,35000,60 months,14.99,MORTGAGE,115000.0,credit_card,IN,0
2711,35000,60 months,14.99,MORTGAGE,98000.0,debt_consolidation,DE,0
641,35000,36 months,15.1,MORTGAGE,185000.0,credit_card,MI,0
759,35000,36 months,15.1,MORTGAGE,100000.0,debt_consolidation,IL,0
666,35000,36 months,15.1,MORTGAGE,120000.0,debt_consolidation,NY,0
710,35000,60 months,15.1,RENT,160000.0,debt_consolidation,CA,1
827,35000,36 months,15.1,MORTGAGE,90000.0,debt_consolidation,IL,1
794,35000,36 months,15.1,MORTGAGE,115000.0,debt_consolidation,OK,0
757,35000,36 months,15.1,MORTGAGE,90000.0,debt_consolidation,PA,0
973,35000,36 months,15.1,MORTGAGE,165000.0,debt_consolidation,NY,0
767,35000,36 months,15.1,RENT,82000.0,debt_consolidation,NH,1
866,35000,36 months,15.1,MORTGAGE,98000.0,debt_consolidation,MI,0
747,35000,36 months,15.1,MORTGAGE,220000.0,debt_consolidation,FL,0
787,35000,36 months,15.1,RENT,110000.0,credit_card,CA,0
1186,35000,60 months,15.22,MORTGAGE,100000.0,debt_consolidation,IN,0
1138,35000,36 months,15.22,MORTGAGE,300000.0,other,AZ,0
1142,35000,60 months,15.22,MORTGAGE,102600.0,home_improvement,AL,0
1239,35000,36 months,15.22,RENT,127068.0,debt_consolidation,CA,0
1069,35000,36 months,15.22,MORTGAGE,140000.0,home_improvement,FL,0
1093,35000,36 months,15.22,MORTGAGE,210000.0,debt_consolidation,NY,0
1219,35000,36 months,15.22,MORTGAGE,204000.0,debt_consolidation,SC,0
1264,35000,60 months,15.22,MORTGAGE,245000.0,debt_consolidation,CA,0
1071,35000,36 months,15.22,MORTGAGE,210000.0,debt_consolidation,PA,0
1204,35000,36 months,15.22,MORTGAGE,200000.0,debt_consolidation,CO,0
1110,35000,36 months,15.22,OWN,130000.0,credit_card,NJ,0
1047,35000,36 months,15.22,OWN,348000.0,small_business,KY,0
1129,35000,36 months,15.22,MORTGAGE,196000.0,debt_consolidation,CO,0
1258,35000,36 months,15.22,OWN,104000.0,home_improvement,CA,0
1083,35000,60 months,15.22,MORTGAGE,110000.0,credit_card,CA,0
1065,35000,36 months,15.22,MORTGAGE,162000.0,other,VA,0
1312,35000,36 months,15.22,MORTGAGE,104000.0,credit_card,CO,0
1292,35000,36 months,15.22,MORTGAGE,83000.0,debt_consolidation,NM,0
1309,35000,60 months,15.22,MORTGAGE,165000.0,credit_card,NJ,0
1306,35000,60 months,15.22,MORTGAGE,150000.0,home_improvement,CA,0
1353,35000,36 months,15.22,MORTGAGE,145000.0,credit_card,TX,0
312,35000,60 months,15.23,MORTGAGE,150000.0,debt_consolidation,CA,0
390,35000,60 months,15.23,MORTGAGE,120000.0,major_purchase,IL,0
277,35000,60 months,15.23,MORTGAGE,250000.0,home_improvement,IL,0
278,35000,60 months,15.23,MORTGAGE,190000.0,home_improvement,WI,0
367,35000,36 months,15.23,RENT,65500.0,credit_card,CA,0
304,35000,60 months,15.23,MORTGAGE,163000.0,debt_consolidation,NY,0
394,35000,36 months,15.23,MORTGAGE,160000.0,home_improvement,CA,0
426,35000,36 months,15.23,MORTGAGE,300000.0,debt_consolidation,AL,0
343,35000,36 months,15.23,MORTGAGE,94000.0,debt_consolidation,MI,0
386,35000,60 months,15.23,MORTGAGE,95000.0,debt_consolidation,CT,1
94,35000,60 months,15.27,MORTGAGE,70000.0,medical,MN,1
442,35000,36 months,15.28,OWN,115000.0,credit_card,CT,0
1811,35000,36 months,15.31,MORTGAGE,120000.0,home_improvement,CA,0
1789,35000,36 months,15.31,MORTGAGE,200000.0,home_improvement,SC,1
1971,35000,36 months,15.31,RENT,139000.0,credit_card,NY,0
1936,35000,36 months,15.31,MORTGAGE,138625.0,credit_card,AZ,0
1788,35000,36 months,15.31,RENT,142900.0,debt_consolidation,AZ,1
1784,35000,36 months,15.31,RENT,196000.0,debt_consolidation,NY,0
2250,35000,36 months,15.31,RENT,110000.0,house,VA,0
1835,35000,36 months,15.31,MORTGAGE,78000.0,credit_card,AK,0
2140,35000,36 months,15.31,OWN,163000.0,other,CA,0
2246,35000,36 months,15.31,MORTGAGE,139529.5,home_improvement,CA,0
1998,35000,36 months,15.31,RENT,118000.0,house,PA,0
2066,35000,36 months,15.31,MORTGAGE,90000.0,debt_consolidation,PA,0
1960,35000,36 months,15.31,MORTGAGE,150000.0,debt_consolidation,NJ,0
2311,35000,60 months,15.31,MORTGAGE,175000.0,credit_card,MA,0
1754,35000,36 months,15.31,OWN,96000.0,debt_consolidation,WV,0
1833,35000,36 months,15.31,MORTGAGE,90005.0,debt_consolidation,SC,0
2278,35000,60 months,15.31,MORTGAGE,425000.0,wedding,NY,0
1612,35000,36 months,15.31,MORTGAGE,115000.0,debt_consolidation,VA,0
1926,35000,36 months,15.31,MORTGAGE,105000.0,debt_consolidation,WV,0
2159,35000,36 months,15.31,MORTGAGE,137000.0,credit_card,AZ,0
1907,35000,36 months,15.31,MORTGAGE,95000.0,credit_card,OR,0
2113,35000,36 months,15.31,MORTGAGE,145000.0,debt_consolidation,OH,0
2098,35000,36 months,15.31,RENT,140000.0,debt_consolidation,CT,0
1826,35000,36 months,15.31,MORTGAGE,97000.0,debt_consolidation,IL,0
2165,35000,60 months,15.31,MORTGAGE,130900.0,home_improvement,VA,1
1974,35000,36 months,15.31,MORTGAGE,92000.0,debt_consolidation,IL,0
2116,35000,36 months,15.31,MORTGAGE,128600.0,debt_consolidation,CA,0
1401,35000,36 months,15.31,MORTGAGE,180000.0,credit_card,KY,0
2389,35000,36 months,15.31,MORTGAGE,145000.0,credit_card,MD,0
2504,35000,60 months,15.31,MORTGAGE,120000.0,home_improvement,FL,1
2505,35000,60 months,15.31,MORTGAGE,115000.0,debt_consolidation,TX,0
1821,35000,36 months,15.31,MORTGAGE,208000.0,debt_consolidation,FL,1
1984,35000,36 months,15.31,MORTGAGE,115000.0,home_improvement,MD,0
2443,35000,36 months,15.31,OWN,100000.0,credit_card,DC,0
2103,35000,36 months,15.31,MORTGAGE,125000.0,debt_consolidation,LA,0
1438,35000,36 months,15.31,MORTGAGE,136000.0,debt_consolidation,CA,0
2434,35000,36 months,15.31,MORTGAGE,90000.0,debt_consolidation,FL,0
2351,35000,36 months,15.31,RENT,89000.0,wedding,CA,0
1627,35000,36 months,15.31,MORTGAGE,190000.0,debt_consolidation,CA,0
2314,35000,36 months,15.31,MORTGAGE,250000.0,debt_consolidation,MI,0
2071,35000,36 months,15.31,RENT,80000.0,debt_consolidation,NV,0
2184,35000,36 months,15.31,RENT,149149.0,credit_card,VA,0
1992,35000,60 months,15.31,MORTGAGE,85000.0,debt_consolidation,NJ,1
1663,35000,36 months,15.31,MORTGAGE,122000.0,debt_consolidation,NY,0
2384,35000,36 months,15.31,MORTGAGE,90000.0,debt_consolidation,CA,0
2083,35000,36 months,15.31,MORTGAGE,5000000.0,credit_card,NY,0
1846,35000,36 months,15.31,MORTGAGE,96600.0,debt_consolidation,GA,0
2133,35000,60 months,15.31,MORTGAGE,125000.0,renewable_energy,VA,0
2080,35000,36 months,15.31,RENT,113000.0,debt_consolidation,TX,1
1542,35000,60 months,15.31,MORTGAGE,93500.0,debt_consolidation,TN,0
1675,35000,36 months,15.31,MORTGAGE,160000.0,debt_consolidation,CA,0
1768,35000,36 months,15.31,MORTGAGE,149000.0,debt_consolidation,VA,0
2368,35000,36 months,15.31,MORTGAGE,145000.0,debt_consolidation,AL,0
2073,35000,36 months,15.31,MORTGAGE,180000.0,debt_consolidation,UT,0
2003,35000,36 months,15.31,MORTGAGE,150000.0,debt_consolidation,TX,0
2061,35000,36 months,15.31,MORTGAGE,125000.0,debt_consolidation,CA,0
2183,35000,60 months,15.31,MORTGAGE,105000.0,debt_consolidation,AZ,0
2008,35000,36 months,15.31,MORTGAGE,109500.0,credit_card,OH,0
1474,35000,60 months,15.31,RENT,106000.0,debt_consolidation,CA,0
1537,35000,36 months,15.31,MORTGAGE,104000.0,debt_consolidation,AZ,0
